,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
66260,51963.0,1.30065980137469,-0.413234066408263,0.178811426173948,-0.464365822902502,-1.01575140077218,-1.12486701921693,-0.528332836247847,-0.199170072569532,-0.752619374212651,0.145164917303188,0.118012913291063,-0.701203155108084,0.330442502386111,-1.35039215623161,0.973779049507736,1.61524568001655,1.01970562667654,-0.8541943322438,0.29542047904707,0.213983182197353,0.0769075138941488,0.0469004202786814,-0.0430894879558823,0.317408391449737,0.3515079235655,-0.288259477121436,0.0211257046727861,0.0541960028997032,57.4,0
260793,159727.0,0.138963157359841,0.615446870549868,-0.267481816620872,-0.155520080160092,0.735396441121586,-0.272549325259016,0.992758120736883,-0.160077501880709,-2.23195036186435,0.840209719488081,0.545684831494931,-0.018731704870229,-0.239467957432164,0.842433294901502,-0.466807787869395,-1.98568042765156,-0.215122933072541,1.66495487787222,-0.209050730085929,-0.466465000567312,-0.11948901711905,0.0859225267932314,0.0142870977921386,0.640451655437546,-0.599183393459241,-0.64394146636237,0.23339429935094,0.22253407439896,30.0,0
28482,35028.0,-0.652049782183186,1.42004109513834,1.40548476582253,1.3020439053851,0.724485716289583,-0.847391102011746,1.34729434850125,-0.135898654628021,-1.47556251164006,0.0052750959290168,-0.991167851435369,-1.04508778237311,-1.34249797329001,0.600234391839337,-0.373659938887791,0.585115527849616,-0.699972992284386,-0.276623565244678,-1.53011110481416,-0.263187531496565,0.0491071448953042,-0.0325390534184973,-0.331123539178758,0.346952424823967,0.415960317337241,-0.0863629995869044,0.0048653597268214,0.0824015315293286,4.88,0
262215,160367.0,2.04844978909439,-0.106175196575003,-1.20563236521884,0.207864347280411,0.108040930534486,-0.665326334677451,0.0746863053509804,-0.164677089702752,0.303434516563649,0.24208878668395,0.614570343490526,1.01691408788673,0.0821440298865495,0.44154226506304,-0.635822511704433,0.203245518910877,-0.682617621848199,-0.251411616410936,0.58268091472631,-0.200112094636739,-0.263302246244586,-0.655195784946827,0.279850515775605,-0.405648983332899,-0.274973206065595,0.202631874769664,-0.0746841872732388,-0.0741361468069009,0.99,0
157610,110127.0,-0.372832932122531,0.054361848498922,1.46330095317849,-2.09453498200092,-0.19021567636747,-0.130664343432086,-0.299369357596105,0.0461254870961387,0.85349544659317,-0.455352474929302,-0.315390733429402,-3.18549197810706,2.16885682022734,0.512575628476456,-1.42316872680322,1.338270788931,0.500729126253979,-0.595924113386802,-0.440156864134446,0.152842741129126,0.313702930035847,1.27554860660194,-0.253669983321404,0.660717934967734,-0.108745885624067,-0.162742280471413,0.372940004108404,0.223648253479886,9.36,0
96330,65721.0,-0.715615350073599,2.75686249822863,-2.21957647621382,1.35273100439325,0.54839421837969,-2.14175473978085,1.07588196028337,-0.450634324921981,1.24753601844487,1.20516922963064,1.12105470553547,-1.08112947033205,-1.17940563012734,-4.08989140126716,1.30429212483152,0.515296074753418,2.79535341202856,1.37288840652278,-0.703150376282081,0.905176759998442,-0.403622082004336,-0.245405660124039,0.157035406995387,0.313096415559436,-0.291854063461521,-0.487488129421126,0.119775099660233,-0.343173177394081,1.38,0
134593,80878.0,-1.47630543327789,1.33860689712368,0.175775487448712,-1.46402865458855,0.533393173056203,-0.336033024256708,0.564331080851142,0.434205265958636,-0.444964414306366,-0.12977170691765,-0.0822990620585943,0.0635942421095345,-0.505987808233625,0.667912790862427,-0.284331377937447,0.935077520642824,-0.983268182539456,0.0969960199162722,0.547794705671725,0.0433229672982277,-0.411887990740418,-1.40908941778263,-0.0792323626292997,-1.03225403184722,-0.0299947541159944,0.545878427069633,-0.10268803531583,0.162104007940154,10.0,0
150692,93904.0,-11.3206331107815,7.1919501426236,-13.1790825454686,9.09955188204157,-10.094748875094,-2.44011507020033,-14.1843372950953,4.45250293397358,-6.24196000276902,-12.618162687238,6.05731930477932,-15.7176066468772,0.117817409556609,-8.65374335706751,-2.50255377627617,-11.2313644545234,-21.5851521412337,-9.09089206099764,1.17118873250237,-0.180934725269677,1.08223532776525,-0.350562500439559,0.483043945803059,0.661132920850802,-0.396521511995203,-0.413315388408682,-0.997547797965388,-0.235035882545031,37.93,1
202674,134438.0,-0.320782904545452,0.702550175070058,1.15977942032078,-0.552541788311789,0.337022418690268,0.472698692625016,0.269353130993555,0.196598117999385,0.556202299694137,-0.685570155019494,-1.51961843378038,0.144860268804402,0.698846084629337,-0.43736953166384,0.422451044726725,-0.0590576697522153,-0.591556333509732,0.475876629966107,0.29217043634765,0.143773008099082,0.200702030721304,0.900896513988634,-0.283345811327821,0.217427589484223,-0.11083879039353,-0.152126443509118,0.447431838212209,0.236835747419819,9.99,0
4746,4188.0,-0.491036003062075,1.42294420540845,2.0936330012695,2.78580078734773,0.710413355350796,0.183324123941635,0.844288827920054,-0.552050031871915,0.282561384036227,1.12704696322935,0.264227858616028,-3.16590274515102,2.04127446085019,1.13322894295974,0.6454198626621,-0.0574301558720135,0.292132300945669,0.233422358978286,0.862195246781705,0.316774373094424,-0.464106924239685,-0.67818085970796,-0.0417818498542478,-0.213120696999774,-0.41606354313205,-0.125818311153087,-0.218192781743284,-0.263162400879553,7.61,0
